id,categoria,corso,id_sezione,risorsa,keywords
545,Probability and Statistics,"Probability And Its Applications To Reliability, Quality Control, And Risk Assessment",1555,X.1 Bayes'' Theorem and Inference X.2 Conjugate Families of Distributions X.3 Comparison with Frequentist Statistics X.4 Elicitation and Utilization of Expert Opinions 2,"applications ,bayes ,bayes' theorem ,control ,distributions ,engineering ,inference ,nuclear ,probability ,reliability ,risk ,statistics"
546,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1557,Using MATLAB® to evaluate and plot expressions,engineering
547,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1557,Solving systems of linear equations,"engineering ,linear"
548,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1557,Matrix factorization Modularization,engineering
549,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1557,"When algorithms run into problems: Numerical error, ill-conditioning, and tolerances","algorithms ,engineering"
550,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1558,Introduction to systems of nonlinear equations,"engineering ,nonlinear"
551,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1558,Modern methods for solving nonlinear equations,"engineering ,nonlinear"
552,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1559,Introduction to eigenvalues and eigenvectors,"eigenvalues ,engineering"
553,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1559,Constructing and using the eigenvector basis,engineering
554,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1559,Function space vs. real space methods for partial differential equations (PDEs),"differential equations ,engineering ,function"
555,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1559,Function space,"engineering ,function"
556,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1559,Numerical calculation of eigenvalues and eigenvectors Singular value decomposition (SVD),"eigenvalues ,engineering"
557,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1560,Ordinary differential equation - initial value problems (ODE-IVP) and numerical integration,engineering
558,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1560,Stiffness MATLAB® ordinary differential equation (ODE) solvers,engineering
559,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1560,Implicit ordinary differential equation (ODE) solvers Shooting,engineering
560,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1560,Differential algebraic equations (DAEs) Introduction: Optimization,"engineering ,optimization"
561,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1561,Unconstrained optimization,"engineering ,optimization"
562,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1561,Constrained Optimization,"engineering ,optimization"
563,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1562,Optimization Sensitivity analysis Introduction: Boundary value problems (BVPs),"analysis ,engineering ,optimization ,sensitivity analysis"
564,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1562,Boundary value problems (BVPs) lecture 2,engineering
565,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1562,"Boundary value problems (BVPs) lecture 3: Finite differences, method of lines, and finite elements",engineering
566,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1562,"TA tutorial on BVPs, FEMLAB®",engineering
567,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1563,Introduction: Models vs. Data,"data ,engineering ,models"
568,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1563,Models vs. Data lecture 2: Bayesian view,"bayesian ,data ,engineering ,models"
569,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1563,Uncertainties in model predictions,"engineering ,model"
570,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1563,Conclude models vs. data,"data ,engineering ,models"
571,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1563,TA led review 1,engineering
572,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1563,TA led review 2,engineering
573,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Models vs. Data recapitulation Monte Carlo and molecular dynamics,"data ,engineering ,models ,molecular"
574,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Guest lecture on Monte Carlo / molecular dynamics: Frederick Bernardin 1,"engineering ,molecular"
575,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Guest lecture on Monte Carlo / molecular dynamics: Frederick Bernardin 2,"engineering ,molecular"
576,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Global optimization Multiple minima,"engineering ,optimization"
577,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Modeling intrinsically stochastic processes Multiscale modeling,"engineering ,modeling ,stochastic ,stochastic processes"
578,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Fluctuation-dissipation theorem,engineering
579,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Kinetic Monte Carlo and turbulence modeling,"engineering ,modeling"
580,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1564,Operator splitting Strang splitting,engineering
581,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1565,Fourier transforms Fast fourier transform (FFT),"engineering ,fft ,fourier ,fourier transform ,transforms"
582,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1565,Summary: Problem solving,"engineering ,problem solving"
583,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1565,TA led final review 1,engineering
584,Probability and Statistics,Numerical Methods Applied to Chemical Engineering,1565,TA led final review 2,engineering
585,Probability and Statistics,Fourier Analysis - Theory and Applications,1569,Introduction,"analysis ,applications ,fourier ,mathematics ,theory"
586,Probability and Statistics,Fourier Analysis - Theory and Applications,1569,Measures,"analysis ,applications ,fourier ,mathematics ,theory"
587,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Chebyshev''s Inequality,"analysis ,applications ,chebyshev ,fourier ,mathematics ,theory"
588,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Law of Large Numbers,"analysis ,applications ,fourier ,law ,law of large numbers ,mathematics ,theory"
589,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Measurable Functions,"analysis ,applications ,fourier ,functions ,mathematics ,theory"
590,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,The Integral,"analysis ,applications ,fourier ,mathematics ,theory"
591,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Linearity,"analysis ,applications ,fourier ,mathematics ,theory"
592,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Fatou''s Lemma,"analysis ,applications ,fatou's lemma ,fourier ,mathematics ,theory"
593,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Integrable Functions,"analysis ,applications ,fourier ,functions ,mathematics ,theory"
594,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Bessel''s Inequality,"analysis ,applications ,fourier ,mathematics ,theory"
595,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Convergence of Fourier Series,"analysis ,applications ,fourier ,fourier series ,mathematics ,theory"
596,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Completeness,"analysis ,applications ,fourier ,mathematics ,theory"
597,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Riesz Representation Theorem,"analysis ,applications ,fourier ,mathematics ,representation ,theory"
598,Probability and Statistics,Fourier Analysis - Theory and Applications,1570,Schwartz Functions,"analysis ,applications ,fourier ,functions ,mathematics ,schwartz functions ,theory"
599,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Fourier Transform,"analysis ,applications ,fourier ,fourier transform ,mathematics ,theory"
600,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Approximation,"analysis ,applications ,approximation ,fourier ,mathematics ,theory"
601,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Harmonic Oscillator,"analysis ,applications ,fourier ,harmonic oscillator ,mathematics ,theory"
602,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Completeness of Eigenfunctions,"analysis ,applications ,fourier ,mathematics ,theory"
603,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Sobolev Spaces,"analysis ,applications ,fourier ,mathematics ,theory"
604,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Wave Equation,"analysis ,applications ,fourier ,mathematics ,theory ,wave"
605,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Bounded Operators,"analysis ,applications ,fourier ,mathematics ,operators ,theory"
606,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Compact Operators,"analysis ,applications ,fourier ,mathematics ,operators ,theory"
607,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Spectral Theorem,"analysis ,applications ,fourier ,mathematics ,theory"
608,Probability and Statistics,Fourier Analysis - Theory and Applications,1571,Hilbert-Schmidt Operators,"analysis ,applications ,fourier ,mathematics ,operators ,theory"
609,Probability and Statistics,Introduction to Manufacturing Systems,1573,Manufacturing Systems Overview,"engineering ,manufacturing systems ,mechanical"
610,Probability and Statistics,Introduction to Manufacturing Systems,1574,Statistics  1,"engineering ,mechanical ,statistics"
611,Probability and Statistics,Introduction to Manufacturing Systems,1574,Statistics  2,"engineering ,mechanical ,statistics"
612,Probability and Statistics,Introduction to Manufacturing Systems,1574,Statistics  3,"engineering ,mechanical ,statistics"
613,Probability and Statistics,Introduction to Manufacturing Systems,1575,Regression  1,"engineering ,mechanical ,regression"
614,Probability and Statistics,Introduction to Manufacturing Systems,1575,Regression  2,"engineering ,mechanical ,regression"
615,Probability and Statistics,Introduction to Manufacturing Systems,1576,Forecasting 1,"engineering ,forecasting ,mechanical"
616,Probability and Statistics,Introduction to Manufacturing Systems,1576,Forecasting 2,"engineering ,forecasting ,mechanical"
617,Probability and Statistics,Introduction to Manufacturing Systems,1577,"Single-Stage, Multiple-Part-Type Systems","engineering ,mechanical"
618,Probability and Statistics,Introduction to Manufacturing Systems,1578,Material Requirements Planning,"engineering ,mechanical ,planning"
619,Probability and Statistics,Introduction to Manufacturing Systems,1578,Toyota Production System,"engineering ,mechanical"
620,Probability and Statistics,Introduction to Manufacturing Systems,1578,Quality/Quantity,"engineering ,mechanical ,quality/quantity"
621,Probability and Statistics,Political Science Laboratory,1581,Descriptive statistics,"descriptive statistics ,statistics"
622,Probability and Statistics,Political Science Laboratory,1582,Bivariate relationships,bivariate
623,Probability and Statistics,Political Science Laboratory,1583,Multiple regression,"multiple regression ,regression"
624,Probability and Statistics,Political Science Laboratory,1584,Sampling and inference,"inference ,sampling"
625,Probability and Statistics,Mathematics for Computer Science,1586,Logic and Sets,"computer ,engineering ,logic ,mathematics ,sets ,computer ,engineering ,information ,mathematics ,proofs"
626,Probability and Statistics,Mathematics for Computer Science,1587,Proofs,"computer ,engineering ,mathematics ,proofs ,computer ,engineering ,information ,mathematics ,proofs"
627,Probability and Statistics,Mathematics for Computer Science,1588,Induction I,"computer ,engineering ,induction ,mathematics ,computer ,engineering ,information ,mathematics ,proofs"
628,Probability and Statistics,Mathematics for Computer Science,1588,Induction II,"computer ,engineering ,induction ,mathematics ,computer ,engineering ,mathematics ,proofs"
629,Probability and Statistics,Mathematics for Computer Science,1588,Induction III,"computer ,engineering ,induction ,mathematics ,computer ,engineering ,mathematics ,proofs"
630,Probability and Statistics,Mathematics for Computer Science,1589,Number Theory I,"computer ,engineering ,mathematics ,theory ,computer ,engineering ,mathematics ,proofs"
631,Probability and Statistics,Mathematics for Computer Science,1589,Number Theory II,"computer ,engineering ,mathematics ,theory ,computer ,engineering ,mathematics ,proofs"
632,Probability and Statistics,Mathematics for Computer Science,1590,Graphs I,"computer ,engineering ,graphs ,mathematics ,computer ,engineering ,mathematics ,proofs"
633,Probability and Statistics,Mathematics for Computer Science,1590,Graphs II,"computer ,engineering ,graphs ,mathematics ,computer ,engineering ,mathematics ,proofs"
634,Probability and Statistics,Mathematics for Computer Science,1591,Summations,"computer ,engineering ,mathematics ,computer ,engineering ,logic ,mathematics"
635,Probability and Statistics,Mathematics for Computer Science,1592,"Approximations, Asymptotics","asymptotics ,computer ,engineering ,mathematics ,computer ,engineering ,logic ,mathematics"
636,Probability and Statistics,Mathematics for Computer Science,1593,Recurrences,"computer ,engineering ,mathematics ,recurrences ,computer ,engineering ,logic ,mathematics"
637,Probability and Statistics,Mathematics for Computer Science,1594,Counting I,"computer ,counting ,engineering ,mathematics ,computer ,engineering ,functions ,mathematics ,sets ,relations"
638,Probability and Statistics,Mathematics for Computer Science,1594,Counting II,"computer ,counting ,engineering ,mathematics ,computer ,engineering ,functions ,mathematics ,sets ,relations"
639,Probability and Statistics,Mathematics for Computer Science,1594,Counting III,"computer ,counting ,engineering ,mathematics ,computer ,engineering ,functions ,mathematics ,sets ,relations"
640,Probability and Statistics,Mathematics for Computer Science,1595,Generating Functions,"computer ,engineering ,functions ,generating functions ,mathematics ,computer ,engineering ,induction ,mathematics ,sets"
641,Probability and Statistics,Mathematics for Computer Science,1596,Probability,"computer ,engineering ,mathematics ,probability ,computer ,engineering ,induction ,mathematics ,sets"
642,Probability and Statistics,Mathematics for Computer Science,1596,Conditional Probability,"computer ,conditional ,conditional probability ,engineering ,mathematics ,probability ,computer ,engineering ,induction ,mathematics ,sets"
643,Probability and Statistics,Mathematics for Computer Science,1597,Independence,"computer ,engineering ,independence ,mathematics ,computer ,engineering ,induction ,mathematics"
644,Probability and Statistics,Mathematics for Computer Science,1598,Random Variables and Distributions,"computer ,distributions ,engineering ,mathematics ,random variables ,variables ,computer ,engineering ,induction ,mathematics"
645,Probability and Statistics,Mathematics for Computer Science,1599,Expectation I,"computer ,engineering ,expectation ,mathematics ,computer ,engineering ,induction ,mathematics"
646,Probability and Statistics,Mathematics for Computer Science,1599,Expectation II,"computer ,engineering ,expectation ,mathematics ,computer ,engineering ,mathematics ,relations ,paradox ,theory"
647,Probability and Statistics,Mathematics for Computer Science,1600,Random Walks,"computer ,engineering ,mathematics ,random walks ,computer ,engineering ,mathematics ,relations ,paradox ,theory"
648,Probability and Statistics,Mathematics for Computer Science,1600,Special Topics,"computer ,engineering ,mathematics ,computer ,engineering ,mathematics ,relations ,paradox ,theory"
649,Probability and Statistics,Infinite Random Matrix Theory,1609,The Hermite Ensemble: Wigner''s Semi-Circle Law 1,"ensemble ,law ,mathematics ,the hermite ensemble ,theory ,wigner's semi-circle law"
650,Probability and Statistics,Infinite Random Matrix Theory,1609,The Hermite Ensemble: Wigner''s Semi-Circle Law 2,"ensemble ,law ,mathematics ,the hermite ensemble ,theory ,wigner's semi-circle law"
651,Probability and Statistics,Infinite Random Matrix Theory,1610,The Laguerre Ensemble: Marcenko-Pastur Theorem,"ensemble ,marcenko-pastur theorem ,mathematics ,the laguerre ensemble ,theory"
652,Probability and Statistics,Infinite Random Matrix Theory,1611,The Semi-Circular Element: Central Limit Theorem for Infinite Random Matrices,"central limit theorem ,infinite random matrices ,limit theorem ,mathematics ,matrices ,theory"
653,Probability and Statistics,Infinite Random Matrix Theory,1612,Free Cumulants in Free Probability 1,"free cumulants ,free cumulants in free probability ,free probability ,mathematics ,probability ,theory"
654,Probability and Statistics,Infinite Random Matrix Theory,1612,Free Cumulants in Free Probability 2,"free cumulants ,free cumulants in free probability ,free probability ,mathematics ,probability ,theory"
655,Probability and Statistics,Infinite Random Matrix Theory,1612,Free Cumulants in Free Probability 3,"free cumulants ,free cumulants in free probability ,free probability ,mathematics ,probability ,theory"
656,Probability and Statistics,Time Series Analysis,1615,"Stationarity, lag operator, ARMA, and covariance structure","analysis ,arma ,covariance ,economics ,structure"
657,Probability and Statistics,Time Series Analysis,1615,"Limit theorems, OLS, and HAC","analysis ,economics ,limit theorems ,ols"
658,Probability and Statistics,Time Series Analysis,1615,More HAC and intro to spectrum,"analysis ,economics"
659,Probability and Statistics,Time Series Analysis,1615,Spectrum,"analysis ,economics"
660,Probability and Statistics,Time Series Analysis,1615,Spectrum estimation and information criteria,"analysis ,economics ,estimation ,information"
661,Probability and Statistics,Time Series Analysis,1616,GMM,"analysis ,economics ,gmm"
662,Probability and Statistics,Time Series Analysis,1616,Weak IV,"analysis ,economics"
663,Probability and Statistics,Time Series Analysis,1616,Bootstrap,"analysis ,bootstrap ,economics"
664,Probability and Statistics,Time Series Analysis,1616,Introduction to VARs,"analysis ,economics"
665,Probability and Statistics,Time Series Analysis,1616,VARs,"analysis ,economics"
666,Probability and Statistics,Time Series Analysis,1616,Structural VARs,"analysis ,economics"
667,Probability and Statistics,Time Series Analysis,1617,Factor models,"analysis ,economics ,models"
668,Probability and Statistics,Time Series Analysis,1617,Factor models part 2,"analysis ,economics ,models"
669,Probability and Statistics,Time Series Analysis,1617,Empirical processes,"analysis ,economics"
670,Probability and Statistics,Time Series Analysis,1618,Breaks and cointegration,"analysis ,economics"
671,Probability and Statistics,Time Series Analysis,1618,Cointegration,"analysis ,economics"
672,Probability and Statistics,Time Series Analysis,1619,"Filtering, state space models, Kalman filter","analysis ,economics"
673,Probability and Statistics,Time Series Analysis,1619,"State-space models, ML estimation, DSGE models","analysis ,economics ,filtering ,kalman ,kalman filter ,models ,state space"
674,Probability and Statistics,Time Series Analysis,1620,"Intro to Bayes approach, reasons to be Bayesian","analysis ,economics ,estimation ,models"
675,Probability and Statistics,Time Series Analysis,1620,MCMC: Metropolis Hastings Algorithm,"analysis ,bayes ,bayesian ,economics"
676,Probability and Statistics,Time Series Analysis,1620,MCMC: Gibbs sampling,"analysis ,economics"
677,Probability and Statistics,New Econometric Methods,1623,"Newey, Generalized Method of Moments","econometric ,economics ,generalized method of moments"
678,Probability and Statistics,New Econometric Methods,1624,"Newey, Nonparametric and Semiparametric Estimation","econometric ,economics ,estimation ,nonparametric ,semiparametric estimation"
679,Probability and Statistics,New Econometric Methods,1625,Locally linear progression,"econometric ,economics ,linear"
680,Probability and Statistics,New Econometric Methods,1626,"Newey, Treatment Effects","econometric ,economics ,treatment effects"
681,Probability and Statistics,New Econometric Methods,1627,"Newey, Nonlinear Models in Panel Data","data ,econometric ,economics ,models ,nonlinear ,nonlinear models ,panel data"
682,Probability and Statistics,Nonlinear Econometric Analysis,1629,"Methods for nonlinear models: maximum likelihood estimation (MLE), generalized method of moments (GMM), minimum distance, extremum","analysis ,econometric ,economics ,estimation ,extremum ,generalized method of moments ,gmm ,likelihood ,maximum likelihood ,maximum likelihood estimation ,minimum distance ,mle ,models ,nonlinear ,nonlinear models"
683,Probability and Statistics,Nonlinear Econometric Analysis,1630,"Large sample theory, asymptotic theory, discrete choice, censoring, and sample selection 1","analysis ,asymptotic theory ,censoring ,discrete ,discrete choice ,econometric ,economics ,large sample theory ,nonlinear ,sample ,sample selection ,selection ,theory"
684,Probability and Statistics,Nonlinear Econometric Analysis,1630,"Large sample theory, asymptotic theory, discrete choice, censoring, and sample selection 2","analysis ,asymptotic theory ,censoring ,discrete ,discrete choice ,econometric ,economics ,large sample theory ,nonlinear ,sample ,sample selection ,selection ,theory"
685,Probability and Statistics,Nonlinear Econometric Analysis,1630,"Large sample theory, asymptotic theory, discrete choice, censoring, and sample selection 3","analysis ,asymptotic theory ,censoring ,discrete ,discrete choice ,econometric ,economics ,large sample theory ,nonlinear ,sample ,sample selection ,selection ,theory"
686,Probability and Statistics,Nonlinear Econometric Analysis,1630,"Large sample theory, asymptotic theory, discrete choice, censoring, and sample selection 4","analysis ,asymptotic theory ,censoring ,discrete ,discrete choice ,econometric ,economics ,large sample theory ,nonlinear ,sample ,sample selection ,selection ,theory"
687,Probability and Statistics,Nonlinear Econometric Analysis,1631,"Bootstrap, subsampling, and finite-sample methods 1","analysis ,bootstrap ,econometric ,economics ,finite-sample methods ,nonlinear ,sample ,subsampling"
688,Probability and Statistics,Nonlinear Econometric Analysis,1631,"Bootstrap, subsampling, and finite-sample methods 2","analysis ,bootstrap ,econometric ,economics ,finite-sample methods ,nonlinear ,sample ,subsampling"
689,Probability and Statistics,Nonlinear Econometric Analysis,1632,Quantile regression (QR) and distributional methods 1,"analysis ,distributional methods ,econometric ,economics ,nonlinear ,qr ,quantile regression ,regression"
690,Probability and Statistics,Nonlinear Econometric Analysis,1632,Quantile regression (QR) and distributional methods 2,"analysis ,distributional methods ,econometric ,economics ,nonlinear ,qr ,quantile regression ,regression"
691,Probability and Statistics,Nonlinear Econometric Analysis,1633,Bayesian and quasi-Bayesian methods (from a classical view),"analysis ,bayesian ,bayesian methods ,econometric ,economics ,nonlinear ,quasi-bayesian methods"
692,Probability and Statistics,Nonlinear Econometric Analysis,1634,Bounds and partial identification,"analysis ,bounds ,econometric ,economics ,identification ,nonlinear ,partial identification"
693,Probability and Statistics,Nonlinear Econometric Analysis,1634,"GMM: identification, estimation, testing, bias, selecting moments 1","analysis ,econometric ,economics ,estimation ,gmm ,identification ,nonlinear"
694,Probability and Statistics,Nonlinear Econometric Analysis,1634,"GMM: identification, estimation, testing, bias, selecting moments 2","analysis ,econometric ,economics ,estimation ,gmm ,identification ,nonlinear"
695,Probability and Statistics,Nonlinear Econometric Analysis,1634,"GMM: identification, estimation, testing, bias, selecting moments 3","analysis ,econometric ,economics ,estimation ,gmm ,identification ,nonlinear"
696,Probability and Statistics,Nonlinear Econometric Analysis,1635,Nonparametric estimation 2,"analysis ,econometric ,economics ,estimation ,nonlinear ,semiparametric estimation"
697,Probability and Statistics,Nonlinear Econometric Analysis,1635,Nonparametric estimation 3,"analysis ,econometric ,economics ,estimation ,nonlinear ,nonparametric ,nonparametric estimation"
698,Probability and Statistics,Nonlinear Econometric Analysis,1636,Semiparametric estimation 1,"analysis ,econometric ,economics ,estimation ,nonlinear ,nonparametric ,nonparametric estimation"
699,Probability and Statistics,Nonlinear Econometric Analysis,1636,Semiparametric estimation 2,"analysis ,econometric ,economics ,estimation ,nonlinear ,semiparametric estimation"
700,Probability and Statistics,Nonlinear Econometric Analysis,1637,Treatment effects 1,"analysis ,econometric ,economics ,nonlinear ,treatment effects"
701,Probability and Statistics,Nonlinear Econometric Analysis,1637,Treatment effects 2,"analysis ,econometric ,economics ,nonlinear ,treatment effects"
702,Probability and Statistics,Nonlinear Econometric Analysis,1637,Treatment effects 3,"analysis ,econometric ,economics ,nonlinear ,treatment effects"
703,Probability and Statistics,Nonlinear Econometric Analysis,1638,Nonlinear models in panel data,"analysis ,data ,econometric ,economics ,models ,nonlinear ,nonlinear models ,panel data"
704,Probability and Statistics,Nonlinear Econometric Analysis,1638,Economic modeling and econometrics,"analysis ,econometric ,econometrics ,economic modeling ,economics ,modeling ,nonlinear"
705,Probability and Statistics,Probability and Random Variables,1640,Permutations and combinations,"combinations ,mathematics ,permutations ,permutations and combinations ,probability ,variables"
706,Probability and Statistics,Probability and Random Variables,1640,Multinomial coefficients and more counting,"counting ,mathematics ,multinomial ,probability ,variables"
707,Probability and Statistics,Probability and Random Variables,1641,Sample spaces and set theory,"mathematics ,probability ,sample ,theory ,variables"
708,Probability and Statistics,Probability and Random Variables,1641,Axioms of probability,"axioms ,axioms of probability ,mathematics ,probability ,variables"
709,Probability and Statistics,Probability and Random Variables,1641,Probability and equal likelihood,"likelihood ,mathematics ,probability ,variables"
710,Probability and Statistics,Probability and Random Variables,1642,Conditional probabilities,"conditional ,mathematics ,probability ,variables"
711,Probability and Statistics,Probability and Random Variables,1642,Bayes'' formula and independent events,"bayes ,events ,formula ,independent events ,mathematics ,probability ,variables"
712,Probability and Statistics,Probability and Random Variables,1643,Discrete random variables,"discrete ,discrete random variables ,mathematics ,probability ,random variables ,variables"
713,Probability and Statistics,Probability and Random Variables,1643,Expectations of discrete random variables,"discrete ,discrete random variables ,expectations ,mathematics ,probability ,random variables ,variables"
714,Probability and Statistics,Probability and Random Variables,1643,Variance,"mathematics ,probability ,variables ,variance"
715,Probability and Statistics,Probability and Random Variables,1643,"Binomial random variables, repeated trials and the so-called Modern Portfolio Theory","binomial ,mathematics ,probability ,random variables ,theory ,variables"
716,Probability and Statistics,Probability and Random Variables,1643,Poisson random variables,"mathematics ,poisson ,probability ,random variables ,variables"
717,Probability and Statistics,Probability and Random Variables,1643,Poisson processes,"mathematics ,poisson ,poisson processes ,probability ,variables"
718,Probability and Statistics,Probability and Random Variables,1643,More discrete random variables,"discrete ,discrete random variables ,mathematics ,probability ,random variables ,variables"
719,Probability and Statistics,Probability and Random Variables,1644,Continuous random variables,"continuous random variables ,mathematics ,probability ,random variables ,variables"
720,Probability and Statistics,Probability and Random Variables,1644,Review for Midterm Exam 1,"mathematics ,probability ,variables"
721,Probability and Statistics,Probability and Random Variables,1644,Uniform random variables,"mathematics ,probability ,random variables ,uniform ,variables"
722,Probability and Statistics,Probability and Random Variables,1644,Normal random variables,"mathematics ,normal ,probability ,random variables ,variables"
723,Probability and Statistics,Probability and Random Variables,1644,Exponential random variables,"exponential ,mathematics ,probability ,random variables ,variables"
724,Probability and Statistics,Probability and Random Variables,1644,More continuous random variables,"continuous random variables ,mathematics ,probability ,random variables ,variables"
725,Probability and Statistics,Probability and Random Variables,1645,Joint distribution functions,"distribution ,distribution functions ,functions ,mathematics ,probability ,variables"
726,Probability and Statistics,Probability and Random Variables,1645,Sums of independent random variables,"mathematics ,probability ,random variables ,variables"
727,Probability and Statistics,Probability and Random Variables,1646,Expectation of sums,"expectation ,mathematics ,probability ,variables"
728,Probability and Statistics,Probability and Random Variables,1646,Covariance,"covariance ,mathematics ,probability ,variables"
729,Probability and Statistics,Probability and Random Variables,1646,Conditional expectation,"conditional ,expectation ,mathematics ,probability ,variables"
730,Probability and Statistics,Probability and Random Variables,1646,Moment generating distributions,"distributions ,mathematics ,probability ,variables"
731,Probability and Statistics,Probability and Random Variables,1646,Review for Midterm Exam 2,"mathematics ,probability ,variables"
732,Probability and Statistics,Probability and Random Variables,1647,Weak law of large numbers,"law ,law of large numbers ,mathematics ,probability ,variables"
733,Probability and Statistics,Probability and Random Variables,1647,Central limit theorem,"central limit theorem ,limit theorem ,mathematics ,probability ,variables"
734,Probability and Statistics,Probability and Random Variables,1647,Strong law of large numbers and Jensen''s inequality,"law ,law of large numbers ,mathematics ,probability ,variables"
735,Probability and Statistics,Probability and Random Variables,1648,Markov chains,"markov ,markov chains ,mathematics ,probability ,variables"
736,Probability and Statistics,Probability and Random Variables,1648,Entropy,"entropy ,mathematics ,probability ,variables"
737,Probability and Statistics,Probability and Random Variables,1648,Martingales and the Optional Stopping Time Theorem,"martingales ,mathematics ,probability ,variables"
738,Probability and Statistics,Probability and Random Variables,1648,Risk Neutral Probability and Black-Scholes,"mathematics ,probability ,risk ,variables"
739,Probability and Statistics,Probability and Random Variables,1648,Review for Final Exam 1,"mathematics ,probability ,variables"
740,Probability and Statistics,Probability and Random Variables,1648,Review for Final Exam 2,"mathematics ,probability ,variables"
741,Probability and Statistics,Probability and Random Variables,1648,Review for Final Exam 3,"mathematics ,probability ,variables"
742,Probability and Statistics,Advanced Stochastic Processes,1651,Metric spaces and topology,"management ,stochastic"
743,Probability and Statistics,Advanced Stochastic Processes,1652,Large deviations for i.i.d. random variables,"large deviations ,management ,random variables ,stochastic ,variables"
744,Probability and Statistics,Advanced Stochastic Processes,1652,Large deviations theory Cramér''s theorem,"large deviations ,large deviations theory ,management ,stochastic ,theory"
745,Probability and Statistics,Advanced Stochastic Processes,1652,Applications of the large deviations technique,"applications ,large deviations ,management ,stochastic"
746,Probability and Statistics,Advanced Stochastic Processes,1652,Extension of LD to R^d and dependent process Gartner-Ellis theorem,"management ,stochastic"
747,Probability and Statistics,Advanced Stochastic Processes,1653,Introduction to Brownian motion,"brownian motion ,management ,stochastic"
748,Probability and Statistics,Advanced Stochastic Processes,1653,The reflection principle The distribution of the maximum Brownian motion with drift,"brownian motion ,distribution ,management ,stochastic"
749,Probability and Statistics,Advanced Stochastic Processes,1653,Quadratic variation property of Brownian motion,"brownian motion ,management ,stochastic"
750,Probability and Statistics,Advanced Stochastic Processes,1653,"Conditional expectations, filtration and martingales","conditional ,expectations ,filtration ,management ,martingales ,stochastic"
751,Probability and Statistics,Advanced Stochastic Processes,1653,Martingales and stopping times I,"management ,martingales ,stochastic"
