"id","contenthash","pathnamehash","contextid","component","filearea","itemid","filepath","filename","userid","filesize","mimetype","status","source","author","license","timecreated","timemodified","sortorder","referencefileid"
"3745","db18e95b6097539cdcc4622e9f028ecfd3086ed1","cb547ef49b318cce407f248a39b5e91dbe3a1429","1654","mod_folder","content","0","/03 Do While/","Esercizi 03.pdf","2","282963","application/pdf","0","esercizi_03.pdf","Admin Admin","allrightsreserved","1526139254","1526139263","0",NULL
"3746","912b4432030852749bca9098878d2240cdf6e876","4d80d0204dbcadba2d5ade91d8a7ab69230552af","1655","mod_folder","content","0","/","Ciclo For.java","2","336","text/plain","0","CicloFor.java","Admin Admin","allrightsreserved","1526040941","1526040958","0",NULL
"3747","da39a3ee5e6b4b0d3255bfef95601890afd80709","6c8d79c6c03ccabd73f47253b5cc52dd4096f6f8","1655","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895689","1526895689","0",NULL
"3748","69e3f2442b84d59043ca706f69499e7412894401","c035e02b22ae56b55caac11e9f186c50e10062f5","1655","mod_folder","content","0","/","Array.java","2","526","text/plain","0","Array.java","Admin Admin","allrightsreserved","1526040953","1526040958","0",NULL
"3749","47cafd9276503c175510f432ef9b9a420107c43f","d2d2026c24ca8b573fb86bc1032fd511d854086d","1655","mod_folder","content","0","/","Controllo di Flusso.java","2","475","text/plain","0","ControlloDiFlusso.java","Admin Admin","allrightsreserved","1526041070","1526041121","0",NULL
"3750","bb0a4779baeefd938c0738edd76350c6b9ff403b","6b404aea8e29f2d3414f52d53bff1d934b8a0e44","1655","mod_folder","content","0","/","Esempi Array.java","2","927","text/plain","0","EsempiArray.java","Admin Admin","allrightsreserved","1526041089","1526041121","0",NULL
"3751","6e70cc52312eba1895d6d8647118f8166216b8f3","ec28177a1b4a77416c7d9075a2ac90e929b1591a","1655","mod_folder","content","0","/","Esempio Array Stringhe.java","2","212","text/plain","0","EsempioArrayStringhe.java","Admin Admin","allrightsreserved","1526041116","1526041121","0",NULL
"3752","7fafe59f0a66a4426f22be7eacb172d10b6fab01","e508d0d4ddf55fad3663cf862df6fb485ac76dc4","1656","mod_book","chapter","6","/","Java 1.pdf","2","4812750","application/pdf","0","Java 1_ Basic syntax and semantics.pdf","Admin Admin","allrightsreserved","1526137889","1526137950","0",NULL
"3753","da39a3ee5e6b4b0d3255bfef95601890afd80709","3c0bda468af29677e87d53f3e4e31373c36941f4","1656","mod_book","chapter","6","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895692","1526895692","0",NULL
"3754","db6c25fe76aeca231d84aa77963c530b7030d7ee","5cd3eb08a7c8e477886b4c095918c2b9a352b8c6","1656","mod_book","chapter","6","/","Java 2.pdf","2","8503335","application/pdf","0","Java 2_ Programs with a graphical user interface.pdf","Admin Admin","allrightsreserved","1526138272","1526138436","0",NULL
"3755","1491b8a82df69a0fd768bb6d0df3968ee4d340aa","9c411119b69795f27c16d3005bc36c41651db708","1656","mod_book","chapter","6","/","Java 3.pdf","2","5665132","application/pdf","0","Java 3_ Object-oriented programming.pdf","Admin Admin","allrightsreserved","1526138377","1526138436","0",NULL
"3756","da39a3ee5e6b4b0d3255bfef95601890afd80709","4d3e40782da0474ece4697aeeb4f12c992f68cdb","1657","mod_folder","content","0","/01 Print( )/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895697","1526895697","0",NULL
"3757","da39a3ee5e6b4b0d3255bfef95601890afd80709","88b7a9d0e2baf840749a4754859e0d1b2df4a630","1657","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895697","1526895697","0",NULL
"3758","0fa0402cba4fb59eb89155693be01232bcddaeb6","28ee6e6d5400a68da0ec6bb65b831fbd401c5455","1657","mod_folder","content","0","/01 Print( )/","Esercizi 01.pdf","2","171904","application/pdf","0","esercizi_01.pdf","Admin Admin","allrightsreserved","1526139095","1526139263","0",NULL
"3759","da39a3ee5e6b4b0d3255bfef95601890afd80709","213e8c684131c83afdb7bf4b0c85ddcef7bdb6c4","1657","mod_folder","content","0","/02 If ese/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895697","1526895697","0",NULL
"3760","662bcb09a1f696aed59fa012de79b95f8888673b","d84fdb3f196780f1955cb367d1ed19cbbc6087de","1657","mod_folder","content","0","/02 If ese/","Esercizi 02.pdf","2","172374","application/pdf","0","esercizi_02.pdf","Admin Admin","allrightsreserved","1526139168","1526139263","0",NULL
"3761","da39a3ee5e6b4b0d3255bfef95601890afd80709","5cea243735396cef74f12810ef09734001b6b866","1657","mod_folder","content","0","/03 Do While/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895697","1526895697","0",NULL
"3762","db18e95b6097539cdcc4622e9f028ecfd3086ed1","b911c065a7b0602453ce01af2de36760c83ef5fb","1657","mod_folder","content","0","/03 Do While/","Esercizi 03.pdf","2","282963","application/pdf","0","esercizi_03.pdf","Admin Admin","allrightsreserved","1526139254","1526139263","0",NULL
"3763","912b4432030852749bca9098878d2240cdf6e876","e75917c30439f572ece985ece65c731902ac06e4","1658","mod_folder","content","0","/","Ciclo For.java","2","336","text/plain","0","CicloFor.java","Admin Admin","allrightsreserved","1526040941","1526040958","0",NULL
"3764","da39a3ee5e6b4b0d3255bfef95601890afd80709","7db0781e7e0439acd7d345d9c544a6b3d01745da","1658","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895702","1526895702","0",NULL
"3765","69e3f2442b84d59043ca706f69499e7412894401","6a778ed3c240bcdda73181af01339ff770380a4c","1658","mod_folder","content","0","/","Array.java","2","526","text/plain","0","Array.java","Admin Admin","allrightsreserved","1526040953","1526040958","0",NULL
"3766","47cafd9276503c175510f432ef9b9a420107c43f","8e270d24b00bd4570365f6f2d32a4d0c1546e99d","1658","mod_folder","content","0","/","Controllo di Flusso.java","2","475","text/plain","0","ControlloDiFlusso.java","Admin Admin","allrightsreserved","1526041070","1526041121","0",NULL
"3767","bb0a4779baeefd938c0738edd76350c6b9ff403b","41e3a9d92f93f3113f0e9229c7f3b88e4faea7c3","1658","mod_folder","content","0","/","Esempi Array.java","2","927","text/plain","0","EsempiArray.java","Admin Admin","allrightsreserved","1526041089","1526041121","0",NULL
"3768","6e70cc52312eba1895d6d8647118f8166216b8f3","414861d8545d360b8876448399f11c553d6c5c4f","1658","mod_folder","content","0","/","Esempio Array Stringhe.java","2","212","text/plain","0","EsempioArrayStringhe.java","Admin Admin","allrightsreserved","1526041116","1526041121","0",NULL
"3769","7fafe59f0a66a4426f22be7eacb172d10b6fab01","a22227795ae659b4767635031855836983243d02","1659","mod_book","chapter","7","/","Java 1.pdf","2","4812750","application/pdf","0","Java 1_ Basic syntax and semantics.pdf","Admin Admin","allrightsreserved","1526137889","1526137950","0",NULL
"3770","da39a3ee5e6b4b0d3255bfef95601890afd80709","94d6aeee265b614416e968e455a3deb3c7a76c48","1659","mod_book","chapter","7","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895706","1526895706","0",NULL
"3771","db6c25fe76aeca231d84aa77963c530b7030d7ee","722b0f38e05505d2fd9544763f52d746233ba7bc","1659","mod_book","chapter","7","/","Java 2.pdf","2","8503335","application/pdf","0","Java 2_ Programs with a graphical user interface.pdf","Admin Admin","allrightsreserved","1526138272","1526138436","0",NULL
"3772","1491b8a82df69a0fd768bb6d0df3968ee4d340aa","39830a911c29ae46f7366040f910f91e101208d7","1659","mod_book","chapter","7","/","Java 3.pdf","2","5665132","application/pdf","0","Java 3_ Object-oriented programming.pdf","Admin Admin","allrightsreserved","1526138377","1526138436","0",NULL
"3773","da39a3ee5e6b4b0d3255bfef95601890afd80709","e69e4f3678721f8ca1cd1368715aba0102439e6d","1660","mod_folder","content","0","/01 Print( )/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895711","1526895711","0",NULL
"3774","da39a3ee5e6b4b0d3255bfef95601890afd80709","31336de24c6cb9691e2335d2cb70f497c05d3174","1660","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895711","1526895711","0",NULL
"3775","0fa0402cba4fb59eb89155693be01232bcddaeb6","ff0c37c187651acdc8c8823e77661cf3a3732aa5","1660","mod_folder","content","0","/01 Print( )/","Esercizi 01.pdf","2","171904","application/pdf","0","esercizi_01.pdf","Admin Admin","allrightsreserved","1526139095","1526139263","0",NULL
"3776","da39a3ee5e6b4b0d3255bfef95601890afd80709","e6eb7ae5d89d4efcdd9125f1d833b1b9ebed0d22","1660","mod_folder","content","0","/02 If ese/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895711","1526895711","0",NULL
"3777","662bcb09a1f696aed59fa012de79b95f8888673b","8ffa7e5dfad1b1d5b9c174d9567c019ed09819a9","1660","mod_folder","content","0","/02 If ese/","Esercizi 02.pdf","2","172374","application/pdf","0","esercizi_02.pdf","Admin Admin","allrightsreserved","1526139168","1526139263","0",NULL
"3778","da39a3ee5e6b4b0d3255bfef95601890afd80709","6cd901393296c7dda16b99d49f5a1cccc2b5b3bf","1660","mod_folder","content","0","/03 Do While/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895711","1526895711","0",NULL
"3779","db18e95b6097539cdcc4622e9f028ecfd3086ed1","893a04a33ea96608e78aeb3db4d18f8e275f7255","1660","mod_folder","content","0","/03 Do While/","Esercizi 03.pdf","2","282963","application/pdf","0","esercizi_03.pdf","Admin Admin","allrightsreserved","1526139254","1526139263","0",NULL
"3780","912b4432030852749bca9098878d2240cdf6e876","2276695d12a34e6bc9ebbfedff1ab33d6fe5de88","1661","mod_folder","content","0","/","Ciclo For.java","2","336","text/plain","0","CicloFor.java","Admin Admin","allrightsreserved","1526040941","1526040958","0",NULL
"3781","da39a3ee5e6b4b0d3255bfef95601890afd80709","9995dd7ffad39ab4928f211503038ea846f466f5","1661","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895715","1526895715","0",NULL
"3782","69e3f2442b84d59043ca706f69499e7412894401","2f07f5502c4b9fa6e5547ab584ac25f0607a7465","1661","mod_folder","content","0","/","Array.java","2","526","text/plain","0","Array.java","Admin Admin","allrightsreserved","1526040953","1526040958","0",NULL
"3783","47cafd9276503c175510f432ef9b9a420107c43f","b83b077436e5852399fc21e271f324643cd4cbb8","1661","mod_folder","content","0","/","Controllo di Flusso.java","2","475","text/plain","0","ControlloDiFlusso.java","Admin Admin","allrightsreserved","1526041070","1526041121","0",NULL
"3784","bb0a4779baeefd938c0738edd76350c6b9ff403b","fd4201f9339b59c9cce323412d615fcc3dc614c1","1661","mod_folder","content","0","/","Esempi Array.java","2","927","text/plain","0","EsempiArray.java","Admin Admin","allrightsreserved","1526041089","1526041121","0",NULL
"3785","6e70cc52312eba1895d6d8647118f8166216b8f3","173c8d1051b794f372259296422d7ff82d754f42","1661","mod_folder","content","0","/","Esempio Array Stringhe.java","2","212","text/plain","0","EsempioArrayStringhe.java","Admin Admin","allrightsreserved","1526041116","1526041121","0",NULL
"3786","7fafe59f0a66a4426f22be7eacb172d10b6fab01","669451457133f2ebf42c18925d441808c23595e3","1662","mod_book","chapter","8","/","Java 1.pdf","2","4812750","application/pdf","0","Java 1_ Basic syntax and semantics.pdf","Admin Admin","allrightsreserved","1526137889","1526137950","0",NULL
"3787","da39a3ee5e6b4b0d3255bfef95601890afd80709","26c26d2db0c4eef41ba4fb287c40ddb21cc317ec","1662","mod_book","chapter","8","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895720","1526895720","0",NULL
"3788","db6c25fe76aeca231d84aa77963c530b7030d7ee","dc097065c12b7cf1ccc693ff67a827d6dcadaa81","1662","mod_book","chapter","8","/","Java 2.pdf","2","8503335","application/pdf","0","Java 2_ Programs with a graphical user interface.pdf","Admin Admin","allrightsreserved","1526138272","1526138436","0",NULL
"3789","1491b8a82df69a0fd768bb6d0df3968ee4d340aa","200bca3f0d65aaaa589ed92db809314d9849b6a9","1662","mod_book","chapter","8","/","Java 3.pdf","2","5665132","application/pdf","0","Java 3_ Object-oriented programming.pdf","Admin Admin","allrightsreserved","1526138377","1526138436","0",NULL
"3790","da39a3ee5e6b4b0d3255bfef95601890afd80709","4caa124bb70f786e25f8c3eb5689eac9a8b83ebc","1663","mod_folder","content","0","/01 Print( )/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895724","1526895724","0",NULL
"3791","da39a3ee5e6b4b0d3255bfef95601890afd80709","88b09df4d9ddc45b350fca6fe0c2b16e4a13ae8b","1663","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895724","1526895724","0",NULL
"3792","0fa0402cba4fb59eb89155693be01232bcddaeb6","18ce451e9401eade29b2da4d6a0591294aa8b3d2","1663","mod_folder","content","0","/01 Print( )/","Esercizi 01.pdf","2","171904","application/pdf","0","esercizi_01.pdf","Admin Admin","allrightsreserved","1526139095","1526139263","0",NULL
"3793","da39a3ee5e6b4b0d3255bfef95601890afd80709","b9670fcf04955e1dcd094e300349985b85b48fc1","1663","mod_folder","content","0","/02 If ese/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895724","1526895724","0",NULL
"3794","662bcb09a1f696aed59fa012de79b95f8888673b","4f95907b71b73c9d4ca71a73dc1f6b699b9b18f4","1663","mod_folder","content","0","/02 If ese/","Esercizi 02.pdf","2","172374","application/pdf","0","esercizi_02.pdf","Admin Admin","allrightsreserved","1526139168","1526139263","0",NULL
"3795","da39a3ee5e6b4b0d3255bfef95601890afd80709","8edf9fcf183607e0ea34881fbc018475d1d3043c","1663","mod_folder","content","0","/03 Do While/",".","2","0",NULL,"0",NULL,NULL,NULL,"1526895725","1526895725","0",NULL
"3796","db18e95b6097539cdcc4622e9f028ecfd3086ed1","16a84d01e14240aa2bf5ad31eeed249ab2fb58b2","1663","mod_folder","content","0","/03 Do While/","Esercizi 03.pdf","2","282963","application/pdf","0","esercizi_03.pdf","Admin Admin","allrightsreserved","1526139254","1526139263","0",NULL
"3810","492e24af93b874a8640db643966128cc55d349f3","ee4fca3cb58410dd4696d6535daf6979c7ec215f","1","core","preview","0","/thumb/","7d221e0fe17e34ea505def50daf2fb8a75b06003",NULL,"2680","image/png","0",NULL,NULL,NULL,"1530006853","1530006853","0",NULL
"3811","7d221e0fe17e34ea505def50daf2fb8a75b06003","c74487b3285a56505569910ce8cbd6db544c1228","1686","mod_folder","content","0","/","superfici-che-supportano-continuita.jpg","2","219528","image/jpeg","0","superfici-che-supportano-continuita.jpg","Admin Admin","allrightsreserved","1530006851","1530006873","0",NULL
"3812","da39a3ee5e6b4b0d3255bfef95601890afd80709","191b56bb930e1d4a98f00bfdc63e931f12099be2","1686","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1530006851","1530006873","0",NULL
"3813","c8f11ae9ef47760a45e3498ad911d9810b1b9702","c13e710dafc5181d898ae04be1ed432a66b0f782","1686","mod_folder","content","0","/","Continuità-superfici.3dm","2","412374","application/octet-stream","0","Continuità-superfici.3dm","Admin Admin","allrightsreserved","1530006851","1530006873","0",NULL
"3819","318a4f23fb2fb1f7adbf912c4a10b3f37021138a","ed34ecbfc5238e7610fc6f0ada54553395e027b7","1","core","preview","0","/thumb/","f5e58e0f5882ace25bdc6c7706b62440cf3ebebb",NULL,"7528","image/png","0",NULL,NULL,NULL,"1530006952","1530006952","0",NULL
"3820","27ea920f6b5b2d83d767d395d93075f217ad9814","4bdb042fbdb6cf1a6eacd5283a4bf4667d7266d7","1","core","preview","0","/thumb/","bbe0bd748cdd1d1abd3dd84f370962cf3f10c168",NULL,"6408","image/png","0",NULL,NULL,NULL,"1530006952","1530006952","0",NULL
"3821","76c9e10a9dae847841f29fba3d295a48d346daaf","ba9cefd8ec80c2f4712da8345c78392b50cfc66d","1","core","preview","0","/thumb/","c55332d1ffa9ba2abdf93af0354867f0ea414c97",NULL,"4846","image/png","0",NULL,NULL,NULL,"1530006953","1530006953","0",NULL
"3822","bbe0bd748cdd1d1abd3dd84f370962cf3f10c168","698811322e6ae13fe733d74a4a084c54742f8c70","1687","mod_folder","content","0","/","solitario-con-griffe.jpg","2","89983","image/jpeg","0","solitario-con-griffe.jpg","Admin Admin","allrightsreserved","1530006949","1530006959","0",NULL
"3823","da39a3ee5e6b4b0d3255bfef95601890afd80709","f203d6a65e08498be5e2d07fc6e865494deeee51","1687","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1530006949","1530006959","0",NULL
"3824","904190274fce926c0136c2d8d0cc9eaec23614c3","cd0f1cfc96af9992812482dd310d9810c60b44ee","1687","mod_folder","content","0","/","template-sgabello.pdf","2","238107","application/pdf","0","template-sgabello.pdf","Admin Admin","allrightsreserved","1530006950","1530006959","0",NULL
"3825","f5e58e0f5882ace25bdc6c7706b62440cf3ebebb","8f18bdc11d914393ba00c8ab732799419364146d","1687","mod_folder","content","0","/","penna-BIC.jpg","2","46657","image/jpeg","0","penna-BIC.jpg","Admin Admin","allrightsreserved","1530006950","1530006959","0",NULL
"3826","c55332d1ffa9ba2abdf93af0354867f0ea414c97","efae21d75f4204e6ee37d5c6e22599c1256503b8","1687","mod_folder","content","0","/","rubinetto-grohe.jpg","2","597784","image/jpeg","0","rubinetto-grohe.jpg","Admin Admin","allrightsreserved","1530006951","1530006959","0",NULL
"3831","4f5db1f9226788190b589eea5f5debccbf0bdbf5","89080089ccbc18d844631b26c6fe1c047ae18a0a","1","core","preview","0","/thumb/","dea6a891247a199b2ae9d4729d9e2ee80297ecd1",NULL,"13470","image/png","0",NULL,NULL,NULL,"1530007025","1530007025","0",NULL
"3832","1b31722981546bdf6e54f33b4fa86fd32cf6c8c4","72f6d7bb49906c9786e26a3cee824db243903595","1","core","preview","0","/thumb/","4575e67c4b92b194f06a4c458e8d2e858dfd54b8",NULL,"8554","image/png","0",NULL,NULL,NULL,"1530007025","1530007025","0",NULL
"3833","a9b31fc26bfe160b398189fd359d60cfe04195db","8c8553db293500c0ab641dde11897f67a1a0d07d","1688","mod_folder","content","0","/","innesto.bmp","2","315894","image/bmp","0","innesto.bmp","Admin Admin","allrightsreserved","1530007023","1530007028","0",NULL
"3834","da39a3ee5e6b4b0d3255bfef95601890afd80709","7705fe7fd8609d5f2ce5f6dd4b70e536576794c4","1688","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1530007023","1530007028","0",NULL
"3835","4575e67c4b92b194f06a4c458e8d2e858dfd54b8","81a042586ede30bdd82fa98d132c6604e05546e9","1688","mod_folder","content","0","/","pezzo-meccanico1.png","2","478330","image/png","0","pezzo-meccanico1.png","Admin Admin","allrightsreserved","1530007023","1530007028","0",NULL
"3836","dea6a891247a199b2ae9d4729d9e2ee80297ecd1","f2bdb8363ab51bc6d02b51d2f22e32d16d86f8d8","1688","mod_folder","content","0","/","esercizio-3d.jpg","2","11477","image/jpeg","0","esercizio-3d.jpg","Admin Admin","allrightsreserved","1530007024","1530007028","0",NULL
"3842","cc26b6a2d727c9502512e9a7d3ca0de4f4f56dde","2595d0b0bd646635ac09e68f7a675a89801115f7","1","core","preview","0","/thumb/","d4162e74d0cb7ebb455310db39a05bbdfa0ae892",NULL,"6718","image/png","0",NULL,NULL,NULL,"1530007073","1530007073","0",NULL
"3843","8ca5d80ac99f0ad32071ca2172d65c996e1e08e2","d04c4c3ef076a0e75878381ea581c5c3d3d65dbe","1","core","preview","0","/thumb/","a1b21d8509589ad88fdf4326bffb877e407b9a6e",NULL,"5290","image/png","0",NULL,NULL,NULL,"1530007073","1530007073","0",NULL
"3844","524c189739b6d244274f0c0d951c3a175c57033b","12b91e3cca3637cabb8e4a04dd1e0334780260dc","1","core","preview","0","/thumb/","81ddb78952aa4b80e68cb75305c5d5a371b40358",NULL,"4102","image/png","0",NULL,NULL,NULL,"1530007073","1530007073","0",NULL
"3845","ca0abbe877ee7c2ead1e5cad5d7bb920e4d627a7","e6fc3e7f29137ee9e2d9f4d847116ec84e7fac24","1","core","preview","0","/thumb/","f42710f36ca52549c0890b27fbf3150137337395",NULL,"11928","image/png","0",NULL,NULL,NULL,"1530007074","1530007074","0",NULL
"3846","d4162e74d0cb7ebb455310db39a05bbdfa0ae892","eb15a81918041bac8c00c355f1907a41d9bd38d0","1689","mod_folder","content","0","/","pedone-ricalco-tronca-unisci.JPG","2","31662","image/jpeg","0","pedone-ricalco-tronca-unisci.JPG","Admin Admin","allrightsreserved","1530007071","1530007092","0",NULL
"3847","da39a3ee5e6b4b0d3255bfef95601890afd80709","3b8b2a1d08abceacae2168f95c1b71a36a79c134","1689","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1530007071","1530007092","0",NULL
"3848","f42710f36ca52549c0890b27fbf3150137337395","681c4ec48eca71463180fb9907b332761d2345d3","1689","mod_folder","content","0","/","pera.jpg","2","546759","image/jpeg","0","pera.jpg","Admin Admin","allrightsreserved","1530007071","1530007092","0",NULL
"3849","a1b21d8509589ad88fdf4326bffb877e407b9a6e","9a134ecab714543e274de0d0dde614104051ff51","1689","mod_folder","content","0","/","bottiglia-di-vino_rivoluzione.jpg","2","78861","image/jpeg","0","bottiglia-di-vino_rivoluzione.jpg","Admin Admin","allrightsreserved","1530007072","1530007092","0",NULL
"3850","81ddb78952aa4b80e68cb75305c5d5a371b40358","42213a204144651bd1e869e9fb3e9d3087a145b6","1689","mod_folder","content","0","/","calice_vino.jpg","2","214182","image/jpeg","0","calice_vino.jpg","Admin Admin","allrightsreserved","1530007072","1530007092","0",NULL
"3861","0d227027ce3deed209a61215ccd385fa73e22355","3ecfddb48c004137136bb7e61832dde2c30f0bb5","1","core","preview","0","/thumb/","43a983acf19def31165c853dd82a25bbc22f92d6",NULL,"13942","image/png","0",NULL,NULL,NULL,"1530007152","1530007152","0",NULL
"3862","b1cf6fdd39d2a98525c45d81a3a4ddc137a0dfb6","4fc27c3c1b29914cfb6f453853cb09eb06475dc4","1","core","preview","0","/thumb/","f87e42e5a8b5e51cf801503f323f82b23f184ac1",NULL,"11159","image/png","0",NULL,NULL,NULL,"1530007152","1530007152","0",NULL
"3863","2c4f7e15a8cb46f372c058a854c096f8bcbc8415","2dbfcfdd581f8ed560116aa4e5b3048e3a638ab8","1","core","preview","0","/thumb/","6e2eb821c9e111164c328f0056ee1afc3fa3d6ba",NULL,"21705","image/png","0",NULL,NULL,NULL,"1530007152","1530007152","0",NULL
"3865","12e59686d3495d60399bd8e9852248804322fffb","d1303d84255a0adfba912769d3601fe894b78e97","1","core","preview","0","/thumb/","07417af0010c08894d0a3029cf856800be5d3abe",NULL,"8412","image/png","0",NULL,NULL,NULL,"1530007152","1530007152","0",NULL
"3866","2fd026216a5d4300756538eefa36e0995aa59307","c3a6d2de3900ac5fcb10a50cf8496125d024ff7a","1","core","preview","0","/thumb/","112561adfa53d48b9d20d8063039012630981925",NULL,"9025","image/png","0",NULL,NULL,NULL,"1530007152","1530007152","0",NULL
"3867","db9eea538c23f6613b6315124add66305a3228c2","285debad78ca7ab762e651359c2a998ee644529f","1690","mod_folder","content","0","/","HALF_CUP.3dm","2","2630907","application/octet-stream","0","HALF_CUP.3dm","Admin Admin","allrightsreserved","1530007146","1530007154","0",NULL
"3868","da39a3ee5e6b4b0d3255bfef95601890afd80709","9f266f71d402a52cd71879d3ace7e2ee977e38a7","1690","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1530007146","1530007154","0",NULL
"3869","43a983acf19def31165c853dd82a25bbc22f92d6","44ce305f2c335f792bd9d6bcbfd438534779af8d","1690","mod_folder","content","0","/","1.jpg","2","30757","image/jpeg","0","1.jpg","Admin Admin","allrightsreserved","1530007146","1530007154","0",NULL
"3870","f87e42e5a8b5e51cf801503f323f82b23f184ac1","16fccba4c616bba43848634aa05744be211fe26b","1690","mod_folder","content","0","/","2.2.jpg","2","57436","image/jpeg","0","2.2.jpg","Admin Admin","allrightsreserved","1530007146","1530007154","0",NULL
"3871","ed64242c7dbc156c43c2a1e082419ac4c3968f26","98fa0ecdec945b75cb5d517a166c6de294032af9","1690","mod_folder","content","0","/","2.3dm","2","3697727","application/octet-stream","0","2.3dm","Admin Admin","allrightsreserved","1530007148","1530007154","0",NULL
"3872","6e2eb821c9e111164c328f0056ee1afc3fa3d6ba","192f14bfad6073aaff55097f2516d142f22ec678","1690","mod_folder","content","0","/","2.jpg","2","261763","image/jpeg","0","2.jpg","Admin Admin","allrightsreserved","1530007149","1530007154","0",NULL
"3873","07417af0010c08894d0a3029cf856800be5d3abe","6763b641faf9871b40e85e27863213690258b348","1690","mod_folder","content","0","/","3.jpg","2","151992","image/jpeg","0","3.jpg","Admin Admin","allrightsreserved","1530007149","1530007154","0",NULL
"3874","112561adfa53d48b9d20d8063039012630981925","e6424410391b476195172ad40dca591417080392","1690","mod_folder","content","0","/","4.jpg","2","18590","image/jpeg","0","4.jpg","Admin Admin","allrightsreserved","1530007149","1530007154","0",NULL
"3875","45935ba662715d46785e3c2d39cdc4cb27f38c78","44d6e55766b6af252d6c8fc2ff7201debf31de77","1690","mod_folder","content","0","/","bottiglia.3dm","2","578970","application/octet-stream","0","bottiglia.3dm","Admin Admin","allrightsreserved","1530007150","1530007154","0",NULL
"3876","6e2eb821c9e111164c328f0056ee1afc3fa3d6ba","5b977002b48f51971e31f11adaf8079bd49c80eb","1690","mod_folder","content","0","/","Copia di 2.jpg","2","261763","image/jpeg","0","Copia di 2.jpg","Admin Admin","allrightsreserved","1530007150","1530007154","0",NULL
"3891","9b558a2e5a9ae77df9e19f36d17d763848748473","b93692b09d37d91ec02ce36dd34f5d1aaa0aa9ca","1","core","preview","0","/thumb/","72917c02048deff04d860a65fdee8becf55e90eb",NULL,"13667","image/png","0",NULL,NULL,NULL,"1530007326","1530007326","0",NULL
"3892","b64eb0b82526e6bec480b71eb30400e7d352c2f6","c96d9c784b74a961ec725e9bf843bbb8e0ae7261","1","core","preview","0","/thumb/","21de0da36ecea2e33f6c64ac36ee74f3ae8cdcee",NULL,"16092","image/png","0",NULL,NULL,NULL,"1530007326","1530007326","0",NULL
"3893","de2bd3205801bff27bf312f556d43fa0e5b58bf8","72d2333d6379110f739da101328d8feaf5c3fb05","1691","mod_folder","content","0","/","Iron_Man_ok2.stl","2","9283284","application/octet-stream","0","Iron_Man_ok2.stl","Admin Admin","allrightsreserved","1530007281","1530007328","0",NULL
"3894","da39a3ee5e6b4b0d3255bfef95601890afd80709","499d7595c8a7a99facef454e11ad08cae820ef85","1691","mod_folder","content","0","/",".","2","0",NULL,"0",NULL,NULL,NULL,"1530007281","1530007328","0",NULL
"3895","21de0da36ecea2e33f6c64ac36ee74f3ae8cdcee","26b968e6c38ff1721cf8f9740a7db88ed90d9035","1691","mod_folder","content","0","/","LATERALE.jpeg","2","91189","image/jpeg","0","LATERALE.jpeg","Admin Admin","allrightsreserved","1530007281","1530007328","0",NULL
"3896","61bf3fbb15c1225324dac4e47d68f7b706fe5986","f90e8cbd07cbd4462d8ac9b08bc064fbcf4f3250","1691","mod_folder","content","0","/","lion_b.stl","2","1719984","application/octet-stream","0","lion_b.stl","Admin Admin","allrightsreserved","1530007283","1530007328","0",NULL
"3897","f27bb575a1135b6657a35b2ef9b22502d18e6df5","e695352a5143b86968f46762ee9490601fb503ee","1691","mod_folder","content","0","/","Panda_t.stl","2","4999784","application/octet-stream","0","Panda_t.stl","Admin Admin","allrightsreserved","1530007285","1530007328","0",NULL
"3898","c3c00182732667cca7baed450a36cc48623089ad","eefd3b77f1039620b83d88e085d0a0a306865bfa","1691","mod_folder","content","0","/","pighead2.stl","2","10807284","application/octet-stream","0","pighead2.stl","Admin Admin","allrightsreserved","1530007290","1530007328","0",NULL
